"ColorName","ColorId","ColorHex"
"Pêssego Mesclado","52160","#F6B99D"
"Pêssego Mesclado","52160","#F6B99D"
"Creme de Mamão","233046","#EFB499"
"Doce de Tangerina","233467","#F6B180"
"Doce de Tangerina","233467","#F6B180"
"Citrus","264282","#FFAE62"
"Goma de Mascar","232614","#F7ACA1"
"Cantaloupe","48325","#F4AC71"
"Cantigas de Roda","233154","#EEA986"
"Conto Infantil","232703","#EDA798"
"Canário Laranja","233274","#F8A476"
"Camponesa","233060","#F4A481"
"Leque Marinho","48326","#F5A265"
"Pé de Mexerica","233473","#E8A06C"
"Laranja Folclore","73090","#EC9F6C"
"Rosa Adobe","48534","#E19B8D"
"Valência","48575","#E29859"
"Tangerina","52162","#F19754"
"Coral Laranja","100996","#F39578"
"Salmão Suave","48559","#E5906A"
"Rosa Pêssego","100690","#DE8F7F"
"Praia da Canoa","233281","#E68D5A"
"Praia da Canoa","233281","#E68D5A"
"Mixirica Fresca","233484","#ED8B45"
"Comédia Romântica","232706","#E58A77"
"Laranja do Deserto","48327","#F08948"
"Mamão Cristalizado","100709","#DA8953"
"Glória da Colheita","52566","#DD883A"
"Romance Antigo","232589","#E18479"
"Geléia de Laranja","233482","#D38043"
"Amadeirado","100710","#D77E44"
"Topázio Ensolarado","52218","#D77E29"
"Balão da Capadócia","233079","#F37C4B"
"Cinabre","48544","#DD7B59"
"Bromélia Laranja","233289","#F17831"
"Licor de Laranja","48569","#DC7525"
"Licor de Laranja*","48569","#DC7525"
"Falésias do Nordeste","233401","#C77338"
"Coral Oriental","48290","#E16F5F"
"Calor do Nordeste","233489","#CD6F27"
"Laranja Fiesta","100704","#E56E27"
"Canyon do Arizona","233321","#D4692E"
"Bola de Basquete","233032","#D06740"
"Bola de Basquete","233032","#D06740"
"Jazz de Bongô","100997","#E16553"
"Fogueira de São João","232830","#DE6546"
"Tulipa Africana","48536","#CD6555"
"Vaso de Flor","232736","#CC6552"
"Nascer do Oriente","233033","#E16233"
"Terra Egípcia","52529","#C16130"
"Vermelho Distintivo","100693","#CA5B4A"
"Vermelho Distintivo","100693","#CA5B4A"
"Cobre Alaranjado","52221","#B25431"
"Mamão Maduro","232832","#D35338"
"Mamão Maduro","232832","#D35338"
"Laranja Revelação","233130","#CA5322"
"Calor do Fogo","232936","#AE5138"
